phenotype,variant,pm,pf,bm,bf,nm0,nm1,nm2,nf0,nf1,nf2,gene_symbol,gene_region,cms_score,IPA
hct_vena_mean,8_106419525,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106419754,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106419828,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106420244,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106420299,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106420457,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106421036,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106421083,0.00112121613490217,0.749947671377178,-11.1617647058824,-0.458333333333335,9,10,1,6,12,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106422309,0.00112121613490217,0.749947671377178,-11.1617647058824,-0.458333333333335,9,10,1,6,12,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106423317,0.00112121613490217,0.749947671377178,-11.1617647058824,-0.458333333333335,9,10,1,6,12,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106423631,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106424074,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106425447,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106425692,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106425775,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106426097,0.00112121613490217,0.749947671377178,-11.1617647058824,-0.458333333333335,9,10,1,6,12,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106426222,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106427276,0.00112121613490217,0.264112492021732,-11.1617647058824,-1.65648854961832,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106428022,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106430676,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106431030,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106431954,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106433378,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106433801,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106435981,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106437078,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106437978,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106438038,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106438514,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106438580,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106443758,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106445380,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106445519,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106446647,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106447196,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106447231,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106447245,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106447667,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106449412,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106452111,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106452642,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106453283,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106454933,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106456683,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106457633,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106458480,0.00112121613490217,0.824342258199107,-11.1617647058824,-0.319444444444446,9,10,1,6,12,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106460871,0.00112121613490217,0.666938885150829,-11.1617647058824,-0.567251461988306,9,10,1,6,11,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106463101,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106463270,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106463489,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106463774,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106464271,0.00112121613490217,0.241353013505514,-11.1617647058824,-1.58974358974359,9,10,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106467491,0.00112121613490217,0.312228885163846,-11.1617647058824,-1.50381679389313,9,10,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106424802,0.00135095601661848,0.264112492021732,-11.236641221374,-1.65648854961832,8,11,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106431029,0.00135095601661848,0.241353013505514,-11.236641221374,-1.58974358974359,8,11,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106432213,0.00135095601661848,0.241353013505514,-11.236641221374,-1.58974358974359,8,11,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106437057,0.00135095601661848,0.241353013505514,-11.236641221374,-1.58974358974359,8,11,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106456033,0.00135095601661848,0.241353013505514,-11.236641221374,-1.58974358974359,8,11,1,5,12,3,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,10_79154537,0.00146147345965321,0.9178991303654,10.9705882352941,-0.15107913669065,9,10,1,10,9,1,KCNMA1,Intronic,12.5072,IPA
hct_vena_mean,10_90774861,0.00162800998724206,0.642408683383011,-13.8571428571429,1.33333333333333,14,6,0,18,2,0,FAS,ncRNA; 3'UTR,6.64021,IPA
hct_vena_mean,3_196465812,0.00203003204951444,0.979852721975764,13.6428571428571,0.0476190476190489,14,6,0,14,6,0,PAK2,Promoter,9.17274,IPA
hct_vena_mean,10_53060634,0.0022971994195873,0.568288595091546,12.989010989011,1.13333333333333,13,7,0,15,5,0,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,7_128785008,0.00337667076492332,0.615017259167996,12.2708333333333,1,12,8,0,15,5,0,TSPAN33,Intronic,11.1066,IPA
hct_vena_mean,20_41419718,0.00345535795731229,0.592226276135831,9.04545454545455,-0.590163934426232,10,8,2,10,6,4,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_41414408,0.00376604386170133,0.355206413064047,-8.51020408163268,0.93661971830986,4,10,6,11,4,5,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,3_169358974,0.00397987125540875,0.978371872201231,-9.37500000000002,0.036585365853657,4,12,4,8,10,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169362284,0.00397987125540875,0.978371872201231,-9.37500000000002,0.036585365853657,4,12,4,8,10,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169362673,0.00397987125540875,0.978371872201231,-9.37500000000002,0.036585365853657,4,12,4,8,10,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169363903,0.00397987125540875,0.978371872201231,-9.37500000000002,0.036585365853657,4,12,4,8,10,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169365545,0.00397987125540875,0.978371872201231,-9.37500000000002,0.036585365853657,4,12,4,8,10,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169366536,0.00397987125540875,0.978371872201231,-9.37500000000002,0.036585365853657,4,12,4,8,10,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169370068,0.00397987125540875,0.978371872201231,-9.37500000000002,0.036585365853657,4,12,4,8,10,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,3_169370196,0.00397987125540875,0.800111197806874,-9.37500000000002,0.329545454545456,4,12,4,10,8,2,MECOM,Intronic,11.8504,IPA
hct_vena_mean,5_58527391,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58529335,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58530828,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58531652,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58544648,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58546223,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58547914,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58549317,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58552529,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58555881,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58556629,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58558410,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58558595,0.00411330504877364,0.8267163158511,-14.78125,0.529411764705884,16,4,0,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58504857,0.00442698591913987,0.965384157359569,-10.9565217391304,0.0937500000000013,16,3,1,16,4,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58506686,0.00442698591913987,0.965384157359569,-10.9565217391304,0.0937500000000013,16,3,1,16,4,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58512214,0.00442698591913987,0.965384157359569,-10.9565217391304,0.0937500000000013,16,3,1,16,4,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58515131,0.00442698591913987,0.965384157359569,-10.9565217391304,0.0937500000000013,16,3,1,16,4,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58515253,0.00442698591913987,0.965384157359569,-10.9565217391304,0.0937500000000013,16,3,1,16,4,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,8_106674812,0.00503486097882144,0.393606229470406,8.68156424581006,1.27480916030534,5,11,4,8,11,1,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,1_65519628,0.00506328019910176,0.391100834012477,-12.6666666666667,2.44444444444445,14,6,0,18,2,0,JAK1,Intronic,6.74161,IPA
hct_vena_mean,20_41414453,0.0051941772761231,0.323576420034994,-7.82648401826486,0.986254295532647,5,9,6,12,3,5,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_41416455,0.0051941772761231,0.323576420034994,-7.82648401826486,0.986254295532647,5,9,6,12,3,5,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_41359178,0.00527180981902792,0.467939438557221,9.29032258064516,-1,7,11,2,7,11,2,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,1_169084155,0.00549565804343735,0.318402439143047,12.5714285714286,2.125,14,6,0,16,4,0,ATP1B1,Intronic,6.77386,IPA
hct_vena_mean,14_34405427,0.00549565804343736,0.954768769344325,12.5714285714286,0.137254901960785,14,6,0,17,3,0,EGLN3,Intronic,7.68818,IPA
hct_vena_mean,10_53228283,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53232108,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53233238,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53234177,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53235068,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53235302,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53236610,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53238703,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53239043,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,10_53240557,0.00555535165097592,0.388393865778625,-16.1176470588236,1.26470588235294,17,3,0,13,6,1,PRKG1,Intronic,15.1229,IPA
hct_vena_mean,9_33132874,0.00555604823119172,0.731521495575163,-12.0659340659341,-0.604166666666665,13,7,0,12,8,0,B4GALT1,Intronic,11.9511,IPA
hct_vena_mean,5_58499183,0.00652116604523346,0.965384157359569,-11.1153846153846,0.0937500000000013,17,2,1,16,4,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,5_58509816,0.00652116604523346,0.965384157359569,-11.1153846153846,0.0937500000000013,17,2,1,16,4,0,PDE4D,Intronic; 3'UTR,9.97257,IPA
hct_vena_mean,5_58510326,0.00652116604523346,0.965384157359569,-11.1153846153846,0.0937500000000013,17,2,1,16,4,0,PDE4D,Intronic; 3'UTR,9.97257,IPA
hct_vena_mean,5_58522878,0.00652116604523346,0.8267163158511,-11.1153846153846,0.529411764705884,17,2,1,17,3,0,PDE4D,Intronic,9.97257,IPA
hct_vena_mean,4_72421709,0.00671789298775191,0.329221641662757,8.64327485380116,1.08510638297872,9,9,2,9,7,4,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72425521,0.00671789298775191,0.329221641662757,8.64327485380116,1.08510638297872,9,9,2,9,7,4,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72433545,0.00671789298775191,0.329221641662757,8.64327485380116,1.08510638297872,9,9,2,9,7,4,SLC4A4,Exonic; 3'UTR,8.44474,IPA
hct_vena_mean,20_41615791,0.00753056232784192,0.624042696243913,15.6470588235294,0.758064516129033,17,3,0,15,4,1,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,12_20590695,0.0076109634151145,0.479828699983172,-9.46762589928059,1.4,12,7,1,15,5,0,PDE3A,Intronic,7.78265,IPA
hct_vena_mean,20_41424842,0.00799579223975527,0.243998278967968,8.27777777777779,-1.48863636363637,12,6,2,10,8,2,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_41427849,0.00799579223975527,0.147614684132232,8.27777777777779,-2.47916666666667,12,6,2,12,8,0,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,21_36266081,0.00914299498949034,0.576711812238507,-13.6875,0.823529411764707,16,4,0,13,6,1,RUNX1,Intronic,7.3598,IPA
hct_vena_mean,4_72428579,0.00934858575848433,0.330237230893932,8.77419354838711,1.04780876494024,7,11,2,8,7,5,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,4_72429433,0.00934858575848433,0.330237230893932,8.77419354838711,1.04780876494024,7,11,2,8,7,5,SLC4A4,Intronic,8.44474,IPA
hct_vena_mean,8_106412170,0.00937853987087993,0.264112492021732,-9.80645161290321,-1.65648854961832,7,12,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,8_106417183,0.00937853987087993,0.264112492021732,-9.80645161290321,-1.65648854961832,7,12,1,5,13,2,ZFPM2,Intronic,11.4769,IPA
hct_vena_mean,1_65368042,0.00942059864869402,0.618869497236449,-10.969696969697,0.726618705035973,11,9,0,12,7,1,JAK1,Intronic,6.74161,IPA
hct_vena_mean,1_65368399,0.00942059864869402,0.618869497236449,-10.969696969697,0.726618705035973,11,9,0,12,7,1,JAK1,Intronic,6.74161,IPA
hct_vena_mean,20_41378103,0.00953832730154238,0.825309022485982,10.9,0.284916201117317,10,10,0,5,11,4,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_41427800,0.00961299894038399,0.437146930814951,9.23741007194245,-1.3956043956044,12,7,1,13,7,0,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_41428400,0.00961299894038399,0.422063142660529,9.23741007194245,-1.5,12,7,1,14,6,0,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_40786143,0.0101864491831081,0.205292155493629,-9.27941176470587,1.67073170731707,13,6,1,16,2,2,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_40804907,0.0101864491831081,0.584658309309167,-9.27941176470587,0.719298245614034,13,6,1,15,3,2,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,20_40814607,0.0101864491831081,0.584658309309167,-9.27941176470587,0.719298245614034,13,6,1,15,3,2,PTPRT,Intronic,17.1105,IPA
hct_vena_mean,1_57113001,0.0103707293490234,0.182243641968913,-18,-2.45238095238096,18,2,0,14,6,0,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57116502,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57116909,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57117970,0.0103707293490234,0.182243641968913,-18,-2.45238095238096,18,2,0,14,6,0,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57118063,0.0103707293490234,0.182243641968913,-18,-2.45238095238096,18,2,0,14,6,0,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57119753,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57120672,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57123114,0.0103707293490234,0.182243641968913,-18,-2.45238095238096,18,2,0,14,6,0,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57124191,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57126875,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57126919,0.0103707293490234,0.182243641968913,-18,-2.45238095238096,18,2,0,14,6,0,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57127839,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57130503,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57130566,0.0103707293490234,0.0880614701331297,-18,-3.26666666666667,18,2,0,15,5,0,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57130577,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57130954,0.0103707293490234,0.182243641968913,-18,-2.45238095238096,18,2,0,14,6,0,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57131323,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57135814,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57136597,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57137886,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57138002,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
hct_vena_mean,1_57138082,0.0103707293490234,0.248950764744383,-18,-1.6764705882353,18,2,0,13,6,1,PRKAA2,Intronic,6.33139,IPA
